UniqueId,average_ndvi,range_-1_0,range_0_0.2,range_0.2_0.5,range_0.5_1,percent_vegetated_below_0.5
79fd7b45-381a-4819-9dc7-f80a98010809,0.20335400151271446,0.1216888427734375,67.26722717285156,31.092071533203125,1.519012451171875,98.479136828034
4affde91-31a9-4588-bf14-7201fc5c548b,0.18475991043390017,6.356048583984375,65.79666137695312,21.739959716796875,6.107330322265625,93.4781368898738
a3bd6249-555a-4ee1-99c0-69333d71bdfb,0.27855404124540445,0.164031982421875,38.64860534667969,56.056976318359375,5.1303863525390625,94.86118434627112
297d6516-ce4f-407d-93f8-9669dc6fd392,0.4256308462105544,0.0064849853515625,2.5409698486328125,71.41036987304688,26.04217529296875,73.95613576625071
947aab39-3d8a-4841-8fc3-d129d8bbf6a3,0.18511915019914219,0.008392333984375,76.21536254882812,23.432540893554688,0.3437042236328125,99.65626692913987
ffb57bcc-80f7-4299-bfcf-c9be3b66d5ff,0.429308962354473,0.005340576171875,2.3921966552734375,67.91572570800781,29.686737060546875,70.31167741197116
84c8a735-9e8f-4310-84ab-39079ad1ea14,0.5109079398360905,0.0003814697265625,1.7398834228515625,41.645050048828125,56.61468505859375,43.3850989726981
f44aec62-5d1d-422f-9ff9-dbef80e4e27f,0.2940604415594362,0.018310546875,19.585800170898438,78.22418212890625,2.1717071533203125,97.8278951223979
c48eaae5-afb4-472c-be65-7dfbb3c82f4d,0.5693058986289827,0.002288818359375,0.7472991943359375,26.90582275390625,72.34458923339844,27.653754892461222
a757d4f9-2aa1-44c8-b986-ac00ca2fafdd,0.32011946135876235,0.02899169921875,16.010665893554688,75.29335021972656,8.6669921875,91.3304943755056
060ef833-2d3f-47d4-a1d4-146d1b9a5928,0.16311193727979473,0.92010498046875,78.84597778320312,18.671798706054688,1.5621185302734375,98.42337486332066
1f8c73d1-2cb8-4e98-bd44-d6dccd601c7e,0.3427996766333486,0.005340576171875,28.456497192382812,53.30810546875,18.230056762695312,81.768969595239
c9327432-b3d3-4ea1-b810-d339dc9e25c3,0.2359084185431985,0.067138671875,46.32720947265625,50.533294677734375,3.072357177734375,96.9255786966347
ac723863-413e-43f8-b4b6-2311e81e36ae,0.2951382506127451,0.1277923583984375,21.254348754882812,69.80400085449219,8.813858032226562,91.1748641184986
737f9bb2-5a43-4730-94c1-4031bce6d626,0.3552376242244946,0.022125244140625,7.44476318359375,76.4251708984375,16.107940673828125,83.88849461627099
c2bf9820-7e90-43c4-bd3d-1b26ef7ada51,0.30650194953469667,0.893402099609375,24.15924072265625,66.92047119140625,8.026885986328125,91.90075519049122
78754c68-2800-4c5d-aff0-ab0b399ab5ce,0.30900268554687504,0.629425048828125,14.28070068359375,79.62799072265625,5.461883544921875,94.50352023463113
9eb07177-e62a-4f5a-adeb-e95508e31959,0.6412955789005054,0.0,0.29754638671875,15.992355346679688,83.71009826660156,16.289901733398438
4f0ff7c1-7c96-4f68-87e8-be4466945c2b,0.2364203658758425,0.597381591796875,53.55491638183594,42.38395690917969,3.4637451171875,96.51543875538226
f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6,0.3406421436982996,0.0278472900390625,1.012420654296875,97.49717712402344,1.462554931640625,98.537037672997
79dee087-3393-473f-aaa9-5d253cc5e1fa,0.16124216715494788,0.9059906005859375,72.92442321777344,21.767807006835938,4.4017791748046875,95.55797650989918
6802ed2f-5a5a-4a38-a236-e5a688639b6f,0.05655966366038602,25.397872924804688,2.13623046875,52.9541015625,19.511795043945312,73.84552450591875
6e0b516c-9da1-4ff7-a0ce-3251b2cbabb9,0.24645535338158703,0.01983642578125,43.41278076171875,54.01573181152344,2.5516510009765625,97.44784274224318
f5ef2d0f-66a7-4d75-a9e8-03c42524d723,0.3318235210343903,0.0,4.4124603271484375,93.17703247070312,2.4105072021484375,97.58949279785156
1f49d4b1-f08f-4fce-8b55-48ff0e521a2f,0.2905152264763327,0.337982177734375,18.245315551757812,73.23951721191406,8.17718505859375,91.79508378690797
2725461a-6ad1-43fd-8b83-5e219df4d558,0.5380940156824447,0.0,1.8280029296875,27.934646606445312,70.23735046386719,29.762649536132812
42f93f6b-0ada-4267-8e6e-4674055ed9c8,0.4776722627527573,0.0,1.26800537109375,52.178955078125,46.55303955078125,53.44696044921875
d6d4d085-1c3b-4ee5-bd2a-dd3779797e97,0.30199943991268374,0.1522064208984375,29.184722900390625,57.11250305175781,13.550567626953125,86.42877609887486
42f21a81-e0a3-4b4d-b837-2e6e2efd75a4,0.44266958797679223,0.1201629638671875,4.2873382568359375,61.95831298828125,33.634185791015625,66.32534975117348
